,id,url,title,year,genre,certificate,runtime,imdb_rating,metascore
801,tt1899353,/title/tt1899353/,The Raid: Redemption,2011,"['Action', ' Crime', ' Thriller']",R,101,76.0,
802,tt3949660,/title/tt3949660/,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"['Action', ' Adventure', ' Comedy']",PG-13,112,59.0,40.0
803,tt1606389,/title/tt1606389/,The Vow,2012,"['Drama', ' Romance']",PG-13,104,68.0,43.0
804,t10633456,/title/tt10633456/,Minari,2020,['Drama'],PG-13,115,74.0,
805,tt2561572,/title/tt2561572/,Get Hard,2015,"['Comedy', ' Crime']",R,100,60.0,
806,tt6294822,/title/tt6294822/,The Post,2017,['Drama'],PG-13,116,72.0,
807,tt6338498,/title/tt6338498/,Vivo,2021,"['Animation', ' Adventure', ' Comedy']",PG,95,67.0,
808,tt4686844,/title/tt4686844/,The Death of Stalin,2017,"['Comedy', ' Drama', ' History']",R,107,72.0,
809,tt5848272,/title/tt5848272/,Ralph Breaks the Internet,2018,"['Animation', ' Adventure', ' Comedy']",PG,112,70.0,
810,tt8150814,/title/tt8150814/,There's Someone Inside Your House,2021,"['Horror', ' Mystery', ' Thriller']",TV-MA,96,48.0,45.0
811,tt3606752,/title/tt3606752/,Cars 3,2017,"['Animation', ' Adventure', ' Comedy']",G,102,67.0,59.0
812,tt3521126,/title/tt3521126/,The Disaster Artist,2017,"['Biography', ' Comedy', ' Drama']",R,104,73.0,
813,tt1135084,/title/tt1135084/,Takers,2010,"['Action', ' Crime', ' Thriller']",PG-13,107,62.0,45.0
814,tt1065073,/title/tt1065073/,Boyhood,2014,['Drama'],R,165,79.0,
815,tt2388715,/title/tt2388715/,Oculus,2013,"['Horror', ' Mystery']",R,104,65.0,
816,tt4106514,/title/tt4106514/,The Postcard Killings,2020,"['Crime', ' Drama', ' Thriller']",Not Rated,104,57.0,
817,tt1764651,/title/tt1764651/,The Expendables 2,2012,"['Action', ' Adventure', ' Thriller']",R,103,66.0,51.0
818,tt5431890,/title/tt5431890/,Official Secrets,2019,"['Biography', ' Crime', ' Drama']",R,112,73.0,
819,tt0480687,/title/tt0480687/,Hall Pass,2011,"['Comedy', ' Romance']",R,105,59.0,45.0
820,tt0790736,/title/tt0790736/,R.I.P.D.,2013,"['Action', ' Adventure', ' Comedy']",PG-13,96,56.0,
821,tt1648190,/title/tt1648190/,The Dark Tower,2017,"['Action', ' Adventure', ' Fantasy']",PG-13,95,56.0,
822,tt6802400,/title/tt6802400/,Coming 2 America,2021,['Comedy'],PG-13,110,53.0,52.0
823,tt1964418,/title/tt1964418/,Tomorrowland,2015,"['Action', ' Adventure', ' Family']",PG,130,64.0,60.0
824,tt8350360,/title/tt8350360/,Annabelle Comes Home,2019,"['Horror', ' Mystery', ' Thriller']",R,106,59.0,53.0
825,tt2042568,/title/tt2042568/,Inside Llewyn Davis,2013,"['Comedy', ' Drama', ' Music']",R,104,74.0,
826,t10618286,/title/tt10618286/,Mank,2020,"['Biography', ' Comedy', ' Drama']",R,131,68.0,
827,tt1292566,/title/tt1292566/,How to Be Single,2016,"['Comedy', ' Drama', ' Romance']",R,110,60.0,51.0
828,tt8110640,/title/tt8110640/,In the Shadow of the Moon,2019,"['Crime', ' Mystery', ' Sci-Fi']",TV-MA,115,62.0,48.0
829,tt0829150,/title/tt0829150/,Dracula Untold,2014,"['Action', ' Drama', ' Fantasy']",PG-13,92,62.0,40.0
830,tt2503944,/title/tt2503944/,Burnt,2015,"['Comedy', ' Drama']",R,101,66.0,42.0
831,tt4827558,/title/tt4827558/,High Life,2018,"['Adventure', ' Drama', ' Horror']",R,113,58.0,
832,tt1951265,/title/tt1951265/,The Hunger Games: Mockingjay - Part 1,2014,"['Action', ' Adventure', ' Sci-Fi']",PG-13,123,66.0,
833,t11389748,/title/tt11389748/,Mass,2021,['Drama'],PG-13,111,76.0,
834,tt5012504,/title/tt5012504/,Injustice,2021,"['Animation', ' Action', ' Adventure']",R,78,63.0,
835,tt2053463,/title/tt2053463/,Side Effects,2013,"['Crime', ' Drama', ' Mystery']",R,106,71.0,
836,tt1124035,/title/tt1124035/,The Ides of March,2011,"['Drama', ' Thriller']",R,101,71.0,
837,tt5563324,/title/tt5563324/,Intrusion,2021,"['Drama', ' Thriller']",TV-14,92,52.0,
838,tt3079380,/title/tt3079380/,Spy,2015,"['Action', ' Comedy']",R,120,70.0,
839,tt5478478,/title/tt5478478/,Hostiles,2017,"['Drama', ' Western']",R,134,72.0,
840,tt0993842,/title/tt0993842/,Hanna,2011,"['Action', ' Adventure', ' Drama']",PG-13,111,68.0,
841,t13133936,/title/tt13133936/,The Desperate Hour,2021,['Thriller'],PG-13,84,47.0,
842,tt2980592,/title/tt2980592/,The Guest,2014,"['Action', ' Mystery', ' Thriller']",R,100,67.0,
843,tt2937696,/title/tt2937696/,Everybody Wants Some!!,2016,['Comedy'],R,117,69.0,
844,tt6402468,/title/tt6402468/,Blood Red Sky,2021,"['Action', ' Adventure', ' Fantasy']",TV-MA,121,61.0,43.0
845,tt6811018,/title/tt6811018/,The Kid Who Would Be King,2019,"['Action', ' Adventure', ' Family']",PG,120,61.0,
846,tt1586265,/title/tt1586265/,What to Expect When You're Expecting,2012,"['Comedy', ' Drama', ' Romance']",PG-13,110,57.0,41.0
847,tt1298649,/title/tt1298649/,The Watch,2012,"['Comedy', ' Sci-Fi']",R,102,57.0,
848,tt0429493,/title/tt0429493/,The A-Team,2010,"['Action', ' Adventure', ' Thriller']",PG-13,117,67.0,47.0
849,tt2139881,/title/tt2139881/,Long Shot,2019,"['Comedy', ' Romance']",R,125,68.0,
850,tt2428170,/title/tt2428170/,Creep,2014,"['Horror', ' Thriller']",R,77,63.0,
851,tt1413492,/title/tt1413492/,12 Strong,2018,"['Action', ' Drama', ' History']",R,130,65.0,54.0
852,tt4651466,/title/tt4651466/,Joe Bell,2020,"['Biography', ' Drama']",R,94,60.0,54.0
853,tt7525778,/title/tt7525778/,The Package,2018,"['Comedy', ' Thriller']",TV-MA,94,55.0,
854,tt4701182,/title/tt4701182/,Bumblebee,2018,"['Action', ' Adventure', ' Sci-Fi']",PG-13,114,67.0,
855,tt6587640,/title/tt6587640/,Trolls World Tour,2020,"['Animation', ' Adventure', ' Comedy']",PG,91,60.0,51.0
856,t10039344,/title/tt10039344/,Countdown,2019,"['Horror', ' Thriller']",PG-13,90,54.0,
857,tt5363618,/title/tt5363618/,Sound of Metal,2019,"['Drama', ' Music']",R,120,77.0,
858,tt5140878,/title/tt5140878/,Annabelle: Creation,2017,"['Horror', ' Mystery', ' Thriller']",R,109,65.0,
859,tt3797512,/title/tt3797512/,Barb and Star Go to Vista Del Mar,2021,['Comedy'],PG-13,107,63.0,
860,tt3263904,/title/tt3263904/,Sully,2016,"['Biography', ' Drama']",PG-13,96,74.0,
861,tt9288692,/title/tt9288692/,Werewolves Within,2021,"['Comedy', ' Horror', ' Mystery']",R,97,60.0,
862,tt1228987,/title/tt1228987/,Let Me In,2010,"['Drama', ' Fantasy', ' Horror']",R,116,71.0,
863,tt1103153,/title/tt1103153/,Killers,2010,"['Action', ' Comedy', ' Romance']",PG-13,100,54.0,
864,tt2235695,/title/tt2235695/,Rebecca,2020,"['Drama', ' Mystery', ' Romance']",PG-13,123,60.0,46.0
865,tt2402927,/title/tt2402927/,Carol,2015,"['Drama', ' Romance']",R,118,72.0,
866,tt8134742,/title/tt8134742/,3 from Hell,2019,"['Action', ' Horror']",R,115,54.0,50.0
867,tt4500922,/title/tt4500922/,Maze Runner: The Death Cure,2018,"['Action', ' Adventure', ' Sci-Fi']",PG-13,143,62.0,50.0
868,tt9784798,/title/tt9784798/,Judas and the Black Messiah,2021,"['Biography', ' Drama', ' History']",R,126,74.0,
869,tt1535109,/title/tt1535109/,Captain Phillips,2013,"['Action', ' Biography', ' Crime']",PG-13,134,78.0,
870,tt8781414,/title/tt8781414/,Freaks,2018,"['Drama', ' Mystery', ' Sci-Fi']",R,105,67.0,
871,tt9601220,/title/tt9601220/,Black Bear,2020,"['Comedy', ' Drama']",R,104,65.0,
872,t10691162,/title/tt10691162/,Aftermath,2021,"['Drama', ' Horror', ' Mystery']",TV-MA,114,53.0,
873,tt0837562,/title/tt0837562/,Hotel Transylvania,2012,"['Animation', ' Comedy', ' Family']",PG,91,70.0,47.0
874,tt3076658,/title/tt3076658/,Creed,2015,"['Action', ' Drama', ' Sport']",PG-13,133,76.0,
875,tt1453405,/title/tt1453405/,Monsters University,2013,"['Animation', ' Adventure', ' Comedy']",G,104,73.0,
876,tt2293640,/title/tt2293640/,Minions,2015,"['Animation', ' Adventure', ' Comedy']",PG,91,64.0,56.0
877,tt8610036,/title/tt8610036/,Captors,2020,['Thriller'],R,93,39.0,
878,tt1324999,/title/tt1324999/,The Twilight Saga: Breaking Dawn - Part 1,2011,"['Adventure', ' Drama', ' Fantasy']",PG-13,117,49.0,45.0
879,tt6079516,/title/tt6079516/,I See You,2019,"['Crime', ' Drama', ' Horror']",R,98,68.0,
880,tt5304992,/title/tt5304992/,Set It Up,2018,"['Comedy', ' Romance']",TV-14,105,65.0,
881,tt6408226,/title/tt6408226/,Newness,2017,"['Drama', ' Romance']",Unrated,117,63.0,50.0
882,tt1436562,/title/tt1436562/,Rio,2011,"['Animation', ' Adventure', ' Comedy']",G,96,69.0,
883,tt0472399,/title/tt0472399/,The Mechanic,2011,"['Action', ' Crime', ' Thriller']",R,93,65.0,49.0
884,tt1322269,/title/tt1322269/,August: Osage County,2013,"['Comedy', ' Drama']",R,121,72.0,58.0
885,tt7146812,/title/tt7146812/,Onward,2020,"['Animation', ' Adventure', ' Comedy']",PG,102,74.0,
886,tt6189022,/title/tt6189022/,Angel Has Fallen,2019,"['Action', ' Thriller']",R,121,64.0,45.0
887,tt2557490,/title/tt2557490/,A Million Ways to Die in the West,2014,"['Comedy', ' Western']",R,116,61.0,44.0
888,tt1682180,/title/tt1682180/,Stoker,2013,"['Drama', ' Thriller']",R,99,68.0,58.0
889,tt5028340,/title/tt5028340/,Mary Poppins Returns,2018,"['Adventure', ' Comedy', ' Family']",PG,130,67.0,
890,tt0473075,/title/tt0473075/,Prince of Persia: The Sands of Time,2010,"['Action', ' Adventure', ' Fantasy']",PG-13,116,66.0,50.0
891,tt9419056,/title/tt9419056/,The Unholy,2021,"['Drama', ' Horror', ' Mystery']",PG-13,99,51.0,
892,tt5886440,/title/tt5886440/,Marrowbone,2017,"['Adventure', ' Drama', ' Horror']",R,110,66.0,
893,tt1758810,/title/tt1758810/,The Snowman,2017,"['Crime', ' Drama', ' Thriller']",R,119,51.0,
894,tt7139936,/title/tt7139936/,A Rainy Day in New York,2019,"['Comedy', ' Romance']",PG-13,92,65.0,
895,tt1213663,/title/tt1213663/,The World's End,2013,"['Action', ' Comedy', ' Sci-Fi']",R,109,69.0,
896,tt2369135,/title/tt2369135/,Need for Speed,2014,"['Action', ' Crime', ' Thriller']",PG-13,132,64.0,
897,tt1961175,/title/tt1961175/,American Assassin,2017,"['Action', ' Thriller']",R,111,62.0,45.0
898,tt3410834,/title/tt3410834/,Allegiant,2016,"['Action', ' Adventure', ' Mystery']",PG-13,120,56.0,
899,tt1853739,/title/tt1853739/,You're Next,2011,"['Horror', ' Thriller']",R,95,65.0,
900,tt1895315,/title/tt1895315/,Brimstone,2016,"['Drama', ' Mystery', ' Thriller']",R,148,70.0,45.0
901,tt3967856,/title/tt3967856/,Okja,2017,"['Action', ' Adventure', ' Drama']",TV-MA,120,73.0,
902,tt9203694,/title/tt9203694/,Stowaway,2021,"['Adventure', ' Sci-Fi', ' Thriller']",TV-MA,116,56.0,
903,t15339456,/title/tt15339456/,Marcel the Shell with Shoes On,2021,['Comedy'],PG,89,78.0,
904,tt4046784,/title/tt4046784/,Maze Runner: The Scorch Trials,2015,"['Action', ' Adventure', ' Sci-Fi']",PG-13,131,63.0,43.0
905,tt8128276,/title/tt8128276/,Ted K,2021,"['Biography', ' Crime', ' Drama']",R,120,60.0,
906,tt1571234,/title/tt1571234/,Mortal Engines,2018,"['Action', ' Adventure', ' Fantasy']",PG-13,128,61.0,44.0
907,tt1397514,/title/tt1397514/,Journey 2: The Mysterious Island,2012,"['Action', ' Adventure', ' Comedy']",PG,94,57.0,41.0
908,tt1843303,/title/tt1843303/,The VelociPastor,2018,"['Action', ' Adventure', ' Comedy']",Not Rated,75,50.0,
909,tt1038686,/title/tt1038686/,Legion,2010,"['Action', ' Fantasy', ' Horror']",R,100,52.0,
910,tt1748227,/title/tt1748227/,The Collection,2012,"['Horror', ' Thriller']",R,82,61.0,
911,tt1196141,/title/tt1196141/,Diary of a Wimpy Kid,2010,"['Comedy', ' Drama', ' Family']",PG,94,62.0,56.0
912,tt7504726,/title/tt7504726/,The Call of the Wild,2020,"['Adventure', ' Drama', ' Family']",PG,100,67.0,48.0
913,tt3766354,/title/tt3766354/,The Equalizer 2,2018,"['Action', ' Crime', ' Thriller']",R,121,67.0,50.0
914,t11804152,/title/tt11804152/,Till Death,2021,['Thriller'],R,88,58.0,
915,tt5246700,/title/tt5246700/,How It Ends,2018,"['Action', ' Drama', ' Mystery']",TV-MA,113,50.0,
916,tt3296908,/title/tt3296908/,The Man with the Iron Heart,2017,"['Action', ' Biography', ' Thriller']",R,120,64.0,
917,tt4575576,/title/tt4575576/,Christopher Robin,2018,"['Adventure', ' Comedy', ' Drama']",PG,104,72.0,60.0
918,tt2328900,/title/tt2328900/,Mary Queen of Scots,2018,"['Biography', ' Drama', ' History']",R,124,63.0,60.0
919,t11742798,/title/tt11742798/,Afterlife of the Party,2021,"['Comedy', ' Drama', ' Fantasy']",TV-PG,109,58.0,
920,tt2101383,/title/tt2101383/,Knight of Cups,2015,"['Drama', ' Fantasy', ' Romance']",R,118,56.0,53.0
921,tt2231874,/title/tt2231874/,Every Breath You Take,2021,"['Drama', ' Mystery', ' Thriller']",R,105,53.0,
922,tt1155076,/title/tt1155076/,The Karate Kid,2010,"['Action', ' Drama', ' Family']",PG,140,62.0,
923,tt0475290,/title/tt0475290/,"Hail, Caesar!",2016,"['Comedy', ' Drama', ' Mystery']",PG-13,106,63.0,
924,tt5215952,/title/tt5215952/,The Wailing,2016,"['Drama', ' Horror', ' Mystery']",TV-MA,156,74.0,
925,tt1596350,/title/tt1596350/,This Means War,2012,"['Action', ' Comedy', ' Romance']",PG-13,103,63.0,
926,tt6878306,/title/tt6878306/,News of the World,2020,"['Action', ' Adventure', ' Drama']",PG-13,118,68.0,
927,tt1409024,/title/tt1409024/,Men in Black 3,2012,"['Action', ' Adventure', ' Comedy']",PG-13,106,68.0,58.0
928,tt2883512,/title/tt2883512/,Chef,2014,"['Adventure', ' Comedy', ' Drama']",R,114,73.0,
929,t10763820,/title/tt10763820/,Night Teeth,2021,"['Action', ' Crime', ' Drama']",TV-14,107,56.0,42.0
930,tt1385826,/title/tt1385826/,The Adjustment Bureau,2011,"['Romance', ' Sci-Fi', ' Thriller']",PG-13,106,70.0,60.0
931,tt1791528,/title/tt1791528/,Inherent Vice,2014,"['Comedy', ' Crime', ' Drama']",R,148,66.0,
932,tt2823054,/title/tt2823054/,Mike and Dave Need Wedding Dates,2016,"['Comedy', ' Romance']",R,98,59.0,51.0
933,tt2277860,/title/tt2277860/,Finding Dory,2016,"['Animation', ' Adventure', ' Comedy']",PG,97,73.0,
934,t11388416,/title/tt11388416/,Ida Red,2021,['Thriller'],R,111,55.0,46.0
935,tt1596346,/title/tt1596346/,Soul Surfer,2011,"['Biography', ' Drama', ' Family']",PG,112,70.0,53.0
936,tt1860357,/title/tt1860357/,Deepwater Horizon,2016,"['Action', ' Drama', ' History']",PG-13,107,71.0,
937,t13207508,/title/tt13207508/,Swan Song,2021,"['Drama', ' Romance', ' Sci-Fi']",R,112,68.0,
938,tt2209418,/title/tt2209418/,Before Midnight,2013,"['Drama', ' Romance']",R,109,79.0,
939,tt3874544,/title/tt3874544/,The Boss Baby,2017,"['Animation', ' Adventure', ' Comedy']",PG,97,63.0,50.0
940,tt2788710,/title/tt2788710/,The Interview,2014,"['Action', ' Adventure', ' Comedy']",R,112,65.0,52.0
941,t10228134,/title/tt10228134/,Jolt,2021,"['Action', ' Comedy', ' Crime']",R,91,56.0,48.0
942,tt3682448,/title/tt3682448/,Bridge of Spies,2015,"['Drama', ' History', ' Thriller']",PG-13,142,76.0,
943,tt1126590,/title/tt1126590/,Big Eyes,2014,"['Biography', ' Crime', ' Drama']",PG-13,106,70.0,
944,tt1823672,/title/tt1823672/,Chappie,2015,"['Action', ' Crime', ' Drama']",R,120,68.0,41.0
945,t10719958,/title/tt10719958/,The Birthday Cake,2021,"['Crime', ' Thriller']",R,93,43.0,58.0
946,tt5420210,/title/tt5420210/,The Comeback Trail,2020,"['Comedy', ' Crime']",R,104,57.0,
947,tt2203939,/title/tt2203939/,The Other Woman,2014,"['Comedy', ' Romance']",PG-13,109,60.0,
948,tt5439812,/title/tt5439812/,Zola,2020,"['Comedy', ' Crime', ' Drama']",R,86,65.0,
949,t13392012,/title/tt13392012/,Demonic,2021,"['Drama', ' Horror', ' Sci-Fi']",R,104,42.0,
950,tt6432466,/title/tt6432466/,Moxie,2021,"['Comedy', ' Drama', ' Music']",PG-13,111,67.0,54.0
951,tt1763303,/title/tt1763303/,The First Time,2012,"['Comedy', ' Drama', ' Romance']",PG-13,95,68.0,55.0
952,tt1959490,/title/tt1959490/,Noah,2014,"['Action', ' Adventure', ' Drama']",PG-13,138,58.0,
953,tt2548396,/title/tt2548396/,The Cloverfield Paradox,2018,"['Action', ' Horror', ' Sci-Fi']",PG-13,102,55.0,
954,tt5742374,/title/tt5742374/,You Were Never Really Here,2017,"['Crime', ' Drama']",R,89,68.0,
955,tt1374989,/title/tt1374989/,Pride and Prejudice and Zombies,2016,"['Action', ' Comedy', ' Fantasy']",PG-13,108,58.0,45.0
956,tt5498354,/title/tt5498354/,Horizon Line,2020,"['Action', ' Adventure', ' Drama']",PG-13,92,48.0,
957,tt2692250,/title/tt2692250/,Night at the Museum: Secret of the Tomb,2014,"['Adventure', ' Comedy', ' Family']",PG,98,62.0,47.0
958,tt5462602,/title/tt5462602/,The Big Sick,2017,"['Comedy', ' Drama', ' Romance']",R,120,75.0,
959,tt4190530,/title/tt4190530/,Anthropoid,2016,"['Action', ' Biography', ' Drama']",R,120,72.0,59.0
960,tt1860213,/title/tt1860213/,Dirty Grandpa,2016,['Comedy'],R,102,58.0,
961,tt1655460,/title/tt1655460/,Wanderlust,2012,"['Comedy', ' Romance']",R,98,56.0,53.0
962,tt1854564,/title/tt1854564/,Percy Jackson: Sea of Monsters,2013,"['Adventure', ' Family', ' Fantasy']",PG,106,57.0,
963,tt5989218,/title/tt5989218/,Life Itself,2018,"['Drama', ' Romance']",R,117,68.0,
964,tt1206543,/title/tt1206543/,Out of the Furnace,2013,"['Action', ' Crime', ' Drama']",R,116,67.0,
965,tt1646971,/title/tt1646971/,How to Train Your Dragon 2,2014,"['Animation', ' Action', ' Adventure']",PG,102,78.0,
966,tt3960412,/title/tt3960412/,Popstar: Never Stop Never Stopping,2016,"['Comedy', ' Drama', ' Musical']",R,87,67.0,
967,t14199590,/title/tt14199590/,One Shot,2021,"['Action', ' Thriller']",,96,56.0,
968,tt1634106,/title/tt1634106/,Bloodshot,2020,"['Action', ' Adventure', ' Sci-Fi']",PG-13,109,57.0,44.0
969,t10539608,/title/tt10539608/,The Midnight Sky,2020,"['Adventure', ' Drama', ' Sci-Fi']",PG-13,118,56.0,58.0
970,tt1622979,/title/tt1622979/,Final Destination 5,2011,"['Action', ' Horror', ' Thriller']",R,92,59.0,50.0
971,tt4669788,/title/tt4669788/,On the Basis of Sex,2018,"['Biography', ' Drama']",PG-13,120,71.0,59.0
972,tt2726560,/title/tt2726560/,The Longest Ride,2015,"['Comedy', ' Drama', ' Romance']",PG-13,123,70.0,
973,tt3797868,/title/tt3797868/,The Choice,2016,"['Drama', ' Romance']",PG-13,111,65.0,
974,tt3387520,/title/tt3387520/,Scary Stories to Tell in the Dark,2019,"['Adventure', ' Horror', ' Mystery']",PG-13,108,62.0,
975,tt1121096,/title/tt1121096/,Seventh Son,2014,"['Action', ' Adventure', ' Fantasy']",PG-13,102,55.0,
976,tt6663582,/title/tt6663582/,The Spy Who Dumped Me,2018,"['Action', ' Adventure', ' Comedy']",R,117,60.0,52.0
977,tt1001526,/title/tt1001526/,Megamind,2010,"['Animation', ' Action', ' Comedy']",PG,95,73.0,
978,tt1911644,/title/tt1911644/,The Call,2013,"['Crime', ' Drama', ' Horror']",R,94,67.0,51.0
979,tt8652728,/title/tt8652728/,Waves,2019,"['Drama', ' Romance', ' Sport']",R,135,75.0,
980,tt2302755,/title/tt2302755/,Olympus Has Fallen,2013,"['Action', ' Thriller']",R,119,65.0,41.0
981,tt1272878,/title/tt1272878/,2 Guns,2013,"['Action', ' Comedy', ' Crime']",R,109,67.0,55.0
982,tt1391034,/title/tt1391034/,And Soon the Darkness,2010,"['Drama', ' Horror', ' Mystery']",R,91,51.0,
983,tt1542344,/title/tt1542344/,127 Hours,2010,"['Biography', ' Drama']",R,94,76.0,
984,tt4532826,/title/tt4532826/,Robin Hood,2018,"['Action', ' Adventure', ' Drama']",PG-13,116,53.0,
985,tt0365907,/title/tt0365907/,A Walk Among the Tombstones,2014,"['Action', ' Crime', ' Drama']",R,114,65.0,57.0
986,tt5519340,/title/tt5519340/,Bright,2017,"['Action', ' Fantasy', ' Thriller']",TV-MA,117,63.0,
987,tt2034800,/title/tt2034800/,The Great Wall,2016,"['Action', ' Adventure', ' Fantasy']",PG-13,103,59.0,42.0
988,tt5719748,/title/tt5719748/,Cold Pursuit,2019,"['Action', ' Comedy', ' Crime']",R,119,62.0,57.0
989,tt2294449,/title/tt2294449/,22 Jump Street,2014,"['Action', ' Comedy', ' Crime']",R,112,70.0,
990,tt5592248,/title/tt5592248/,The Beguiled,2017,"['Drama', ' Thriller', ' War']",R,93,63.0,
991,tt1869347,/title/tt1869347/,Crooked House,2017,"['Crime', ' Drama', ' Mystery']",PG-13,115,63.0,59.0
992,tt9016974,/title/tt9016974/,Synchronic,2019,"['Crime', ' Drama', ' Horror']",R,102,62.0,
993,tt1229340,/title/tt1229340/,Anchorman 2: The Legend Continues,2013,['Comedy'],PG-13,119,63.0,
994,tt2234155,/title/tt2234155/,The Internship,2013,['Comedy'],PG-13,119,63.0,42.0
995,tt3152624,/title/tt3152624/,Trainwreck,2015,"['Comedy', ' Drama', ' Romance']",R,125,62.0,
996,tt1935179,/title/tt1935179/,Mud,2012,['Drama'],PG-13,130,74.0,
997,tt1726592,/title/tt1726592/,Before I Go to Sleep,2014,"['Drama', ' Mystery', ' Thriller']",R,92,63.0,41.0
998,tt6563576,/title/tt6563576/,The Queen's Corgi,2019,"['Animation', ' Comedy', ' Family']",PG,85,48.0,
999,tt8522006,/title/tt8522006/,Happiest Season,2020,"['Comedy', ' Crime', ' Drama']",PG-13,102,66.0,
1000,tt5073642,/title/tt5073642/,Color Out of Space,2019,"['Horror', ' Mystery', ' Sci-Fi']",Unrated,111,61.0,
1001,tt0790628,/title/tt0790628/,The Incredible Burt Wonderstone,2013,['Comedy'],PG-13,100,59.0,44.0
1002,tt1458175,/title/tt1458175/,The Next Three Days,2010,"['Action', ' Crime', ' Drama']",PG-13,133,73.0,52.0
1003,tt3062096,/title/tt3062096/,Inferno,2016,"['Action', ' Adventure', ' Crime']",PG-13,121,62.0,42.0
1004,tt9224288,/title/tt9224288/,Mainstream,2020,"['Comedy', ' Drama']",R,94,49.0,
1005,tt7547410,/title/tt7547410/,Dora and the Lost City of Gold,2019,"['Action', ' Adventure', ' Comedy']",PG,102,61.0,
1006,tt4916630,/title/tt4916630/,Just Mercy,2019,"['Biography', ' Crime', ' Drama']",PG-13,137,76.0,
1007,tt6214928,/title/tt6214928/,1922,2017,"['Crime', ' Drama', ' Horror']",TV-MA,102,62.0,
1008,tt0816442,/title/tt0816442/,The Book Thief,2013,"['Drama', ' War']",PG-13,131,75.0,53.0
1009,tt4281724,/title/tt4281724/,Terrifier,2016,"['Horror', ' Thriller']",Unrated,82,56.0,
1010,tt0905372,/title/tt0905372/,The Thing,2011,"['Horror', ' Mystery', ' Sci-Fi']",R,103,62.0,49.0
1011,tt1833116,/title/tt1833116/,The Informer,2019,"['Crime', ' Drama', ' Thriller']",R,113,66.0,
1012,tt6343314,/title/tt6343314/,Creed II,2018,"['Drama', ' Sport']",PG-13,130,71.0,
1013,tt1679335,/title/tt1679335/,Trolls,2016,"['Animation', ' Adventure', ' Comedy']",PG,92,64.0,55.0
1014,tt6265828,/title/tt6265828/,A Ghost Story,2017,"['Drama', ' Fantasy', ' Romance']",R,92,68.0,
1015,tt1266036,/title/tt1266036/,Valley Girl,2020,"['Comedy', ' Musical', ' Romance']",PG-13,102,54.0,53.0
1016,tt1234721,/title/tt1234721/,RoboCop,2014,"['Action', ' Crime', ' Sci-Fi']",PG-13,117,62.0,52.0
1017,tt0433035,/title/tt0433035/,Real Steel,2011,"['Action', ' Drama', ' Sci-Fi']",PG-13,127,70.0,56.0
1018,tt1025100,/title/tt1025100/,Gemini Man,2019,"['Action', ' Adventure', ' Sci-Fi']",PG-13,117,57.0,
1019,tt6977338,/title/tt6977338/,Good Boys,2019,"['Adventure', ' Comedy']",R,90,67.0,
1020,tt0892791,/title/tt0892791/,Shrek Forever After,2010,"['Animation', ' Adventure', ' Comedy']",PG,93,63.0,58.0
1021,tt2334879,/title/tt2334879/,White House Down,2013,"['Action', ' Drama', ' Thriller']",PG-13,131,63.0,52.0
1022,tt6772802,/title/tt6772802/,Hillbilly Elegy,2020,['Drama'],R,116,67.0,
1023,tt1980929,/title/tt1980929/,Begin Again,2013,"['Comedy', ' Drama', ' Music']",R,104,74.0,
1024,tt5834262,/title/tt5834262/,Hotel Artemis,2018,"['Action', ' Crime', ' Drama']",R,94,60.0,58.0
1025,tt1617661,/title/tt1617661/,Jupiter Ascending,2015,"['Action', ' Adventure', ' Sci-Fi']",PG-13,127,53.0,40.0
1026,tt1211956,/title/tt1211956/,Escape Plan,2013,"['Action', ' Thriller']",R,115,67.0,49.0
1027,tt0944835,/title/tt0944835/,Salt,2010,"['Action', ' Thriller']",PG-13,100,64.0,
1028,t10752004,/title/tt10752004/,Love Hard,2021,"['Comedy', ' Romance']",TV-MA,104,63.0,42.0
1029,tt3864056,/title/tt3864056/,The Goldfinch,2019,['Drama'],R,149,63.0,40.0
1030,tt3986420,/title/tt3986420/,Trust,2021,"['Drama', ' Romance', ' Thriller']",,94,53.0,
1031,tt4287320,/title/tt4287320/,The Circle,2017,"['Drama', ' Sci-Fi', ' Thriller']",PG-13,110,53.0,43.0
1032,tt8623904,/title/tt8623904/,Last Christmas,2019,"['Comedy', ' Drama', ' Fantasy']",PG-13,103,65.0,50.0
1033,tt5719700,/title/tt5719700/,Home Again,2017,"['Comedy', ' Drama', ' Romance']",PG-13,97,58.0,41.0
1034,t12383460,/title/tt12383460/,Hypnotic,2021,"['Mystery', ' Thriller']",TV-14,88,53.0,
1035,tt0409847,/title/tt0409847/,Cowboys & Aliens,2011,"['Action', ' Sci-Fi', ' Thriller']",PG-13,119,60.0,50.0
1036,tt1284575,/title/tt1284575/,Bad Teacher,2011,"['Comedy', ' Romance']",R,92,56.0,47.0
1037,tt1714203,/title/tt1714203/,Piranha 3DD,2012,"['Comedy', ' Horror', ' Sci-Fi']",R,83,37.0,
1038,tt0985694,/title/tt0985694/,Machete,2010,"['Action', ' Crime', ' Thriller']",R,105,66.0,60.0
1039,t11946300,/title/tt11946300/,Deep Blue Sea 3,2020,"['Action', ' Horror', ' Sci-Fi']",R,100,47.0,
